hotelcode,min,max,Diff_Min,Diff_Max,Score
60721,70.02,151.7,0.049,0.126,0.09
60725,146.98,611.82,0.697,1.395,1.05
60775,24.51,54.36,0.491,0.449,0.47
60799,33.89,212.48,0.401,0.075,0.24
60801,91.19,319.32,0.156,0.429,0.29
60819,80.37,117.45,0.051,0.240,0.15
60820,60.29,130.52,0.144,0.197,0.17
60830,94.49,159.39,0.189,0.101,0.15
60831,57.34,133.72,0.173,0.187,0.18
60832,81.38,206.66,0.061,0.056,0.06
60850,47.02,170.51,0.274,0.064,0.17
60888,58.52,104.49,0.162,0.285,0.22
60915,51.66,81.78,0.229,0.361,0.29
60941,62.16,182.34,0.126,0.025,0.08
60964,81.69,590.09,0.064,1.334,0.70
60972,59.27,103.28,0.155,0.289,0.22
60992,138.65,373.52,0.621,0.613,0.62
60995,72.57,130.41,0.025,0.199,0.11
60997,143.66,210.8,0.670,0.070,0.37
61001,98.55,341.57,0.229,0.507,0.37
61033,174.8,289.34,0.974,0.332,0.65
61072,74.34,198.57,0.007,0.029,0.02
61127,79.37,233.45,0.042,0.146,0.09
61162,72.17,202.24,0.029,0.041,0.03
61172,53.53,103.48,0.211,0.289,0.25
61178,72.34,220.16,0.027,0.101,0.06
61186,44.14,156.49,0.303,0.112,0.21
61198,76.86,533.57,0.017,1.150,0.58
61310,31.7,61.39,0.426,0.431,0.43
62322,47.57,110.03,0.270,0.268,0.27
62325,73.58,155.71,0.015,0.115,0.06
62328,29.21,67.65,0.451,0.411,0.43
62333,77.11,339.81,0.020,0.504,0.26
62374,93.44,271.25,0.181,0.273,0.23
62397,135.63,351.62,0.595,0.543,0.57
62401,69.32,122.23,0.057,0.228,0.14
62405,55.43,198.43,0.194,0.029,0.11
62476,67,203.11,0.080,0.045,0.06
62480,66.01,126.79,0.090,0.213,0.15
62522,42,119.55,0.327,0.237,0.28
62543,73.33,134.43,0.017,0.187,0.10
62544,58.92,129.59,0.160,0.204,0.18
62584,98.45,218.47,0.231,0.097,0.16
62614,37.78,168.78,0.369,0.071,0.22
62635,39.18,96.44,0.356,0.316,0.34
62636,65.38,1046.25,0.096,2.888,1.49
62637,171.79,525.68,0.957,1.131,1.04
62646,227.18,246.28,1.502,0.190,0.85
62668,64.29,199.92,0.107,0.034,0.07
62707,76.35,230.06,0.012,0.135,0.07
62757,36.91,308.61,0.378,0.400,0.39
62760,31.25,156.38,0.434,0.113,0.27
62780,75.06,218.93,0.000,0.098,0.05
62788,34.04,88.88,0.407,0.341,0.37
62850,85.16,153.25,0.100,0.124,0.11
62892,34.91,343.2,0.399,0.518,0.46
62896,46.44,221.02,0.285,0.105,0.20
62904,71.79,274.38,0.033,0.286,0.16
63365,80.46,332.4,0.053,0.482,0.27
63366,46.81,183.28,0.282,0.022,0.15
63392,75.85,175.81,0.007,0.048,0.03
63393,55.25,212.98,0.198,0.078,0.14
63490,144.91,210.86,0.695,0.071,0.38
63534,56.36,90.41,0.187,0.337,0.26
63550,226.04,539.49,1.501,1.185,1.34
63559,88.91,213.99,0.137,0.082,0.11
63567,65.3,99.46,0.098,0.307,0.20
63576,23.8,61.87,0.511,0.435,0.47
63600,35.99,82.76,0.390,0.364,0.38
63659,49.93,966.35,0.251,2.631,1.44
63688,185.83,362.67,1.104,0.585,0.84
63693,68.92,146.68,0.062,0.146,0.10
63711,55.51,113.02,0.195,0.261,0.23
63749,71.98,140.92,0.031,0.166,0.10
63759,22.78,98.67,0.523,0.310,0.42
63823,65.53,135.53,0.096,0.185,0.14
63851,94.94,286.02,0.198,0.327,0.26
63853,50.23,191.89,0.249,0.007,0.13
63858,52.66,4876.28,0.225,15.597,7.91
63859,73.33,683.15,0.018,1.639,0.83
63863,49.69,130.6,0.255,0.197,0.23
63940,189.73,803.44,1.148,2.035,1.59
63947,105.51,105.51,0.304,0.280,0.29
63986,64.94,141.49,0.102,0.161,0.13
63997,106.68,221.64,0.316,0.106,0.21
63999,51.8,166.04,0.234,0.079,0.16
64009,273.48,1130.89,1.983,3.117,2.55
64019,95.03,235.47,0.199,0.151,0.18
64067,65.07,134.06,0.100,0.185,0.14
64080,100.46,210.97,0.254,0.070,0.16
64082,102.47,165.76,0.274,0.080,0.18
64128,65.3,91.42,0.098,0.327,0.21
64285,337.9,1029.52,2.621,2.781,2.70
64293,181.51,372.74,1.060,0.605,0.83
64345,44.35,73.81,0.307,0.385,0.35
65488,110.34,251.79,0.351,0.205,0.28
65566,100.31,205.9,0.251,0.053,0.15
65570,80.25,161.63,0.051,0.094,0.07
65571,79.19,126.71,0.041,0.210,0.13
65572,43.3,85.53,0.317,0.347,0.33
65575,86.58,152.05,0.115,0.126,0.12
65580,71.81,172.26,0.033,0.059,0.05
65582,84.47,170.08,0.094,0.066,0.08
65587,105.59,121.43,0.305,0.228,0.27
65588,66.52,216.76,0.086,0.090,0.09
65593,36.96,134.25,0.382,0.186,0.28
65597,60.82,139.38,0.143,0.169,0.16
65601,65.06,206.79,0.101,0.057,0.08
65612,24.23,120.05,0.510,0.234,0.37
65614,130.14,391.75,0.551,0.675,0.61
65619,67.57,146.77,0.075,0.144,0.11
65650,85.39,145.67,0.103,0.148,0.13
65708,48.49,119.2,0.267,0.237,0.25
65710,81.25,413.97,0.062,0.750,0.41
65720,68.64,184.78,0.065,0.017,0.04
65721,87.43,110.87,0.124,0.265,0.19
65724,41.87,137.27,0.334,0.177,0.26
65748,86.18,187.95,0.111,0.006,0.06
65769,114.04,199.57,0.391,0.033,0.21
65778,73.91,203.79,0.012,0.047,0.03
65826,99.62,242.84,0.247,0.178,0.21
65837,44.79,175.54,0.305,0.048,0.18
65845,38.01,147.83,0.373,0.142,0.26
65916,125.83,434.38,0.511,0.822,0.67
65930,89.1,378.89,0.141,0.636,0.39
65976,101.47,389.76,0.265,0.672,0.47
66032,94.43,154.69,0.195,0.118,0.16
66042,60.28,85.39,0.149,0.352,0.25
66048,60.82,123.16,0.144,0.225,0.18
66056,60.13,904.17,0.151,2.400,1.28
66069,57.94,134.72,0.173,0.185,0.18
66385,134.72,262.61,0.601,0.245,0.42
66386,103.28,411.05,0.284,0.743,0.51
66437,82.79,179.61,0.078,0.035,0.06
66438,73.87,172.39,0.012,0.059,0.04
66440,71.81,89.75,0.033,0.337,0.19
66441,125.65,253.05,0.510,0.213,0.36
66445,67.56,190.07,0.076,0.001,0.04
66447,42.24,95.03,0.332,0.320,0.33
66471,67.57,147.83,0.076,0.142,0.11
66499,48.28,109.5,0.271,0.272,0.27
66551,72.33,233.27,0.028,0.147,0.09
66631,71.08,215.18,0.041,0.086,0.06
66645,64.14,86.75,0.111,0.349,0.23
66661,129.59,197.41,0.552,0.025,0.29
66667,62.29,218.93,0.130,0.098,0.11
66694,98.45,343.58,0.236,0.520,0.38
66759,109.54,249.74,0.349,0.203,0.28
66911,138.79,438.02,0.645,0.840,0.74
66928,75.35,105.48,0.003,0.286,0.14
66962,49.23,96.44,0.262,0.317,0.29
66970,168.78,479.21,0.948,0.980,0.96
66986,54.2,125.27,0.212,0.219,0.22
67062,57.71,123.11,0.176,0.227,0.20
67142,70.33,261.46,0.048,0.243,0.15
67207,39.04,266.09,0.366,0.259,0.31
67310,104.25,182.44,0.296,0.025,0.16
67317,54.95,87.4,0.204,0.348,0.28
67330,51.21,99.46,0.243,0.308,0.28
67343,73.23,235.88,0.019,0.156,0.09
67351,35.66,78.5,0.401,0.379,0.39
67380,58.43,95.14,0.170,0.323,0.25
67414,69.62,180.84,0.056,0.031,0.04
67436,158.23,583.69,0.845,1.341,1.09
67445,70.02,130.6,0.052,0.202,0.13
67473,83.73,86.07,0.088,0.354,0.22
67487,48.23,88.41,0.274,0.346,0.31
67501,135.63,156.72,0.616,0.113,0.36
67543,56.99,129.59,0.184,0.206,0.20
67575,45.62,131.8,0.300,0.199,0.25
67576,64.37,131.09,0.109,0.201,0.16
67591,47.84,86.53,0.278,0.354,0.32
67648,110.16,311.94,0.358,0.418,0.39
67675,116.64,975.26,0.423,2.683,1.55
67676,58.77,105.48,0.167,0.289,0.23
67687,26.92,50.23,0.492,0.478,0.48
67691,70.33,272.76,0.049,0.284,0.17
67730,69.32,158.74,0.059,0.107,0.08
67736,57.52,97.45,0.180,0.317,0.25
67840,217,360.31,1.448,0.584,1.02
67925,99.46,159.74,0.249,0.103,0.18
67931,39.19,356.28,0.367,0.570,0.47
67970,59.27,151.6,0.162,0.131,0.15
67988,30.46,85.66,0.457,0.358,0.41
68002,37.98,158.71,0.380,0.107,0.24
68006,131.87,1102.1,0.581,3.122,1.85
68007,47.03,105.49,0.287,0.289,0.29
68010,54.52,146.98,0.211,0.147,0.18
68016,42.23,105.59,0.337,0.289,0.31
68027,93.98,172.12,0.194,0.061,0.13
68048,125.66,248.14,0.518,0.200,0.36
68058,60.82,104.54,0.146,0.293,0.22
68063,50.26,118.26,0.255,0.246,0.25
68066,62.3,93.98,0.131,0.330,0.23
68070,70.32,158.39,0.049,0.108,0.08
68072,50.15,109.4,0.256,0.277,0.27
68085,49.37,142.55,0.264,0.163,0.21
68101,84.58,213.81,0.097,0.083,0.09
68118,104.54,153.11,0.303,0.127,0.21
68128,68.64,100.32,0.066,0.309,0.19
68149,42.76,285.1,0.333,0.329,0.33
68156,23.76,118.79,0.529,0.246,0.39
68158,94.23,189.01,0.197,0.003,0.10
68160,39.5,115.02,0.367,0.259,0.31
68163,131.93,273.48,0.586,0.289,0.44
68168,128.71,165.2,0.552,0.085,0.32
68170,91.23,161.75,0.166,0.097,0.13
68171,108.76,193.23,0.347,0.012,0.18
68173,62.3,246.47,0.132,0.196,0.16
68175,39.06,97.15,0.372,0.322,0.35
68177,71.09,123.54,0.041,0.230,0.14
68181,112.98,154.16,0.391,0.124,0.26
68187,43.43,68.74,0.327,0.421,0.37
68188,89.75,147.83,0.151,0.146,0.15
68294,46.46,186.64,0.296,0.011,0.15
68295,86.58,274.54,0.119,0.295,0.21
68556,55.45,86.08,0.203,0.362,0.28
68583,50.23,104.49,0.257,0.298,0.28
68606,70.32,176.82,0.049,0.046,0.05
68641,41.6,106.49,0.347,0.291,0.32
68768,119.38,263.21,0.458,0.256,0.36
68777,56.9,148.91,0.188,0.143,0.17
68792,76.83,112.09,0.018,0.272,0.14
68885,48.23,63.29,0.278,0.443,0.36
68899,126.8,201.65,0.535,0.041,0.29
68970,77.47,149.69,0.025,0.141,0.08
68996,97.21,337.89,0.229,0.518,0.37
69809,62.38,142.66,0.132,0.165,0.15
69817,81.31,469.89,0.064,0.980,0.52
69841,61.97,128.07,0.136,0.217,0.18
69849,80.47,132.61,0.056,0.201,0.13
69862,67.24,286.39,0.082,0.338,0.21
69915,48.5,140.65,0.276,0.173,0.22
69964,184.36,462.49,1.133,0.955,1.04
69974,89.75,198.52,0.152,0.030,0.09
69987,114.02,160.08,0.404,0.105,0.25
70123,59.28,126.59,0.164,0.222,0.19
70133,87.8,350.61,0.132,0.564,0.35
70157,88.41,149.51,0.138,0.142,0.14
70202,76.73,121.09,0.017,0.242,0.13
70993,118.78,202.45,0.453,0.044,0.25
71026,166.39,191.21,0.946,0.005,0.48
71061,141.18,214.2,0.685,0.086,0.39
71115,144.79,390.8,0.722,0.706,0.71
71124,79.37,170.79,0.044,0.067,0.06
71135,41.97,105.59,0.343,0.297,0.32
71147,61.75,148.88,0.138,0.144,0.14
71149,97.88,277.71,0.236,0.309,0.27
71162,51.74,133.99,0.242,0.197,0.22
71183,136.21,200.37,0.634,0.037,0.34
71184,101.39,209.07,0.273,0.068,0.17
71244,61.28,132.61,0.143,0.202,0.17
71252,50.23,90.42,0.258,0.351,0.30
71254,70.21,248.15,0.051,0.206,0.13
71282,46.72,265.83,0.295,0.268,0.28
71371,64.34,312.76,0.112,0.434,0.27
71378,74.14,172.02,0.010,0.063,0.04
71380,78.82,250.22,0.039,0.213,0.13
71516,41.43,940.74,0.350,2.646,1.50
71560,41.99,228.1,0.345,0.135,0.24
71572,57.02,180.56,0.188,0.033,0.11
71625,61.33,106.65,0.143,0.294,0.22
72021,73.43,227.31,0.017,0.132,0.07
72026,69.71,171.72,0.056,0.064,0.06
72065,53.24,69.32,0.228,0.426,0.33
72138,89.51,250.15,0.150,0.213,0.18
72152,102.62,198.33,0.287,0.030,0.16
72911,39.84,102.81,0.368,0.308,0.34
72923,36.19,72.73,0.406,0.415,0.41
72933,115.09,193.23,0.418,0.012,0.21
72989,42.96,163.93,0.336,0.092,0.21
72996,59.96,105.3,0.158,0.300,0.23
72998,112.43,153.75,0.390,0.128,0.26
73423,40.95,426.6,0.357,0.840,0.60
73933,88.62,245.92,0.141,0.199,0.17
73946,262.21,386.78,1.953,0.698,1.33
73984,84.81,161.37,0.101,0.101,0.10
73991,157.73,384.54,0.862,0.690,0.78
74111,73.84,96.05,0.013,0.333,0.17
74115,53.85,308.81,0.222,0.422,0.32
74149,89.97,161.03,0.155,0.102,0.13
74170,60.74,135.54,0.150,0.193,0.17
74322,86.65,145.08,0.121,0.159,0.14
74339,57.44,125.61,0.185,0.229,0.21
74559,85.64,274.37,0.110,0.300,0.21
74618,74.44,95.44,0.007,0.336,0.17
74626,66,111.87,0.095,0.278,0.19
74645,63.29,169.79,0.124,0.072,0.10
74656,40.69,95.44,0.360,0.337,0.35
74665,50.23,170.79,0.261,0.068,0.16
74676,55.55,115.54,0.205,0.265,0.24
74695,84.68,200.8,0.100,0.039,0.07
74709,79.08,194.56,0.042,0.017,0.03
74774,43.98,96.08,0.326,0.335,0.33
74775,106.44,368.51,0.329,0.638,0.48
74777,273.48,410.76,2.076,0.789,1.43
74785,36.96,84.48,0.399,0.377,0.39
74793,73.91,143.09,0.012,0.167,0.09
74794,35.77,173.94,0.412,0.057,0.23
74799,90.81,280.65,0.165,0.325,0.24
74802,62.3,121.97,0.134,0.243,0.19
74804,75.08,170.11,0.000,0.071,0.04
74809,101.77,261.07,0.280,0.255,0.27
74814,63.92,127.76,0.117,0.223,0.17
74815,72.86,189.01,0.024,0.003,0.01
74816,46.57,142.92,0.300,0.168,0.23
74826,74.97,460.2,0.001,0.969,0.49
74833,34.85,73.91,0.423,0.416,0.42
74842,232.3,431.87,1.650,0.868,1.26
74850,62.3,273.91,0.134,0.301,0.22
74851,63.67,122.49,0.120,0.242,0.18
74860,77.08,142.55,0.021,0.170,0.10
74863,84.48,95.03,0.099,0.341,0.22
74865,66.52,84.48,0.090,0.379,0.23
74869,79.88,125.66,0.050,0.231,0.14
74870,69.69,125.66,0.057,0.231,0.14
74925,35.78,109.47,0.414,0.290,0.35
75029,76.34,157.34,0.013,0.117,0.07
75031,54.9,246.46,0.213,0.204,0.21
75032,123.54,204.73,0.510,0.054,0.28
75358,81.48,119.87,0.067,0.253,0.16
76426,275.01,320.02,2.100,0.469,1.28
76446,80.34,120.84,0.055,0.249,0.15
76555,65.1,217.45,0.105,0.100,0.10
76610,109.82,326.71,0.365,0.494,0.43
76666,59.28,99.46,0.166,0.327,0.25
76673,111.48,199.92,0.382,0.036,0.21
76696,40.13,228.51,0.368,0.140,0.25
76966,116.64,305.36,0.437,0.417,0.43
76969,106.93,215.49,0.335,0.093,0.21
77025,77.36,142.74,0.024,0.170,0.10
77043,60.28,221.02,0.156,0.113,0.13
77055,118.54,275.27,0.457,0.309,0.38
77081,110.88,260.19,0.376,0.254,0.32
77087,160.61,312.66,0.899,0.444,0.67
77091,65.57,431.87,0.100,0.874,0.49
77092,82.36,147.83,0.076,0.152,0.11
77095,52.27,200.62,0.240,0.039,0.14
77097,47.52,133.58,0.290,0.204,0.25
77100,99.26,239.72,0.254,0.180,0.22
77101,79.19,117.11,0.043,0.263,0.15
77106,71.8,110.76,0.035,0.287,0.16
77107,67.57,153.1,0.079,0.133,0.11
77259,65.63,79.94,0.100,0.399,0.25
77260,22.72,101.22,0.552,0.322,0.44
77295,34.57,55.19,0.428,0.489,0.46
77296,35.41,88.53,0.419,0.368,0.39
77303,68.43,416.79,0.070,0.825,0.45
77339,99.88,227.58,0.262,0.137,0.20
77404,139.39,242,0.679,0.189,0.43
77405,145.2,271.04,0.739,0.295,0.52
77425,70.38,285.41,0.050,0.347,0.20
77431,42.7,96.2,0.342,0.341,0.34
77447,62.28,136.63,0.135,0.194,0.16
77614,98.67,208.63,0.249,0.068,0.16
77779,84.39,127.39,0.098,0.228,0.16
77781,52.74,120.56,0.236,0.253,0.24
77783,77.36,119.35,0.024,0.257,0.14
77845,46.46,77.03,0.303,0.412,0.36
77846,51.74,77.08,0.247,0.412,0.33
77847,29.57,65.47,0.482,0.455,0.47
77854,62.83,263.87,0.130,0.270,0.20
77858,60.94,215.86,0.150,0.095,0.12
77867,101.37,131.99,0.278,0.212,0.25
77875,91.87,123.44,0.178,0.243,0.21
77879,41.39,73.91,0.357,0.425,0.39
77886,35.48,72.76,0.420,0.429,0.42
77888,78.14,95.98,0.032,0.344,0.19
77890,125.65,161.45,0.536,0.104,0.32
77893,43.29,70.69,0.338,0.438,0.39
77894,52.8,82.36,0.237,0.395,0.32
77896,32.52,65.36,0.452,0.458,0.46
77898,29.57,55.86,0.484,0.493,0.49
77932,33.26,86.59,0.445,0.380,0.41
77940,38.01,66.42,0.395,0.455,0.42
77942,36.22,81.2,0.414,0.401,0.41
77951,38.55,87.81,0.390,0.377,0.38
78015,92.12,154.71,0.181,0.130,0.16
78065,182.5,263.72,1.143,0.273,0.71
78092,305.91,330.52,2.452,0.519,1.49
78096,144.59,201.4,0.738,0.043,0.39
78175,86.59,130.93,0.122,0.218,0.17
78197,178.27,298.53,1.094,0.401,0.75
78209,88.01,240.1,0.137,0.186,0.16
78214,79.37,109.5,0.045,0.297,0.17
78232,163.78,315.26,0.940,0.463,0.70
78239,67.24,170.42,0.083,0.072,0.08
78248,73.54,236.51,0.017,0.172,0.09
78323,84.39,158.73,0.099,0.115,0.11
78332,70.32,110.51,0.051,0.294,0.17
78338,88.41,98.35,0.141,0.339,0.24
78346,99.46,99.46,0.259,0.335,0.30
78368,132.61,236.09,0.610,0.171,0.39
78373,68.32,114.53,0.072,0.279,0.18
78380,55.25,79.27,0.211,0.411,0.31
78392,51.23,155.72,0.253,0.127,0.19
78397,70.33,84.29,0.051,0.392,0.22
78452,83.69,171.29,0.091,0.069,0.08
78528,91.96,198.44,0.179,0.032,0.11
78530,98.74,195.54,0.251,0.021,0.14
78541,113.6,149.76,0.409,0.149,0.28
78551,127.03,183.84,0.551,0.022,0.29
78556,113.6,202.43,0.409,0.047,0.23
78648,66.92,222.05,0.087,0.120,0.10
78690,157.23,339.92,0.872,0.559,0.72
78697,183.92,367.84,1.154,0.662,0.91
78714,185.9,359.87,1.174,0.632,0.90
78728,85.92,399.85,0.115,0.781,0.45
78767,69.35,288.15,0.061,0.365,0.21
78803,79.43,180.74,0.046,0.034,0.04
78922,57.27,96.44,0.189,0.348,0.27
78984,75.17,226.04,0.001,0.135,0.07
78993,164.21,356.32,0.944,0.619,0.78
79038,64.03,99.15,0.117,0.338,0.23
79039,46.99,113.61,0.298,0.284,0.29
79061,69.35,257.17,0.061,0.251,0.16
79073,57.34,138.66,0.188,0.191,0.19
79132,126.41,465.71,0.544,1.027,0.79
79136,88.86,290.93,0.146,0.376,0.26
79139,387.26,1002.54,3.301,3.018,3.16
79144,264.77,387.23,2.002,0.733,1.37
79145,88.86,388.63,0.145,0.738,0.44
79148,134.67,1522.37,0.629,4.923,2.78
81376,115.21,995.7,0.423,2.969,1.70
81614,212.96,546.18,1.453,1.312,1.38
81630,99.46,287.32,0.257,0.359,0.31
81640,189.24,222.64,1.202,0.121,0.66
81650,135.51,389.14,0.636,0.733,0.68
81662,83.55,221.02,0.089,0.115,0.10
81680,62.28,9149.18,0.135,31.970,16.05
81682,135.37,224.33,0.634,0.123,0.38
81717,77.99,172.09,0.030,0.064,0.05
81740,58.86,84.37,0.171,0.377,0.27
81807,45.29,175.71,0.314,0.051,0.18
81811,73.18,167.89,0.020,0.079,0.05
81812,55.96,195.89,0.202,0.021,0.11
81845,55.13,115.07,0.211,0.268,0.24
81940,102.1,346.99,0.285,0.562,0.42
81960,75.35,1003.62,0.003,2.904,1.45
82419,56.26,100.46,0.199,0.319,0.26
82434,52,103.3,0.244,0.309,0.28
82436,58.87,116.59,0.171,0.262,0.22
82446,58.56,188.22,0.175,0.006,0.09
82466,46.47,81.52,0.303,0.388,0.35
82480,82.22,237.69,0.075,0.171,0.12
82559,56.51,88.97,0.197,0.361,0.28
82565,67.36,129.59,0.082,0.216,0.15
82613,55.87,142.6,0.203,0.169,0.19
82637,62.11,165.25,0.137,0.088,0.11
82640,34.73,64.14,0.428,0.451,0.44
82689,65.07,92.95,0.106,0.348,0.23
82699,58.11,184.85,0.180,0.018,0.10
82730,80.37,125.58,0.056,0.231,0.14
82785,68.32,157.93,0.072,0.115,0.09
82798,164.96,250.15,0.952,0.217,0.58
82809,80.09,160.19,0.053,0.107,0.08
82810,113.45,523.35,0.406,1.199,0.80
82825,71.33,140.65,0.040,0.177,0.11
82829,38.57,56.72,0.387,0.479,0.43
82843,56.67,217.17,0.195,0.098,0.15
82887,52.42,88.41,0.241,0.365,0.30
82904,51.77,125.13,0.248,0.233,0.24
82910,87.39,267.38,0.130,0.279,0.20
82911,107.49,270.25,0.344,0.290,0.32
82933,50.3,156.57,0.263,0.120,0.19
82947,122.79,290.09,0.506,0.361,0.43
82953,135.63,215.99,0.642,0.094,0.37
82970,82.38,301.39,0.077,0.402,0.24
82972,45.89,138.61,0.310,0.185,0.25
83006,163.75,308.42,0.941,0.428,0.68
84074,83.63,220.69,0.091,0.111,0.10
84179,159.66,268.2,0.897,0.283,0.59
84182,142.55,184.78,0.715,0.018,0.37
84207,165.52,379.08,0.958,0.683,0.82
84263,57.97,116.15,0.182,0.266,0.22
84375,58.48,80.78,0.176,0.394,0.29
84378,45.62,74.93,0.313,0.415,0.36
84575,70.86,432.66,0.045,0.877,0.46
84578,41.71,59.41,0.354,0.472,0.41
84766,62.53,143.61,0.133,0.167,0.15
84774,71.27,110.87,0.041,0.286,0.16
84809,53.44,169.39,0.230,0.074,0.15
84964,40.18,120.55,0.371,0.251,0.31
84967,197.56,2304.87,1.300,7.609,4.45
84968,126.24,312.55,0.543,0.441,0.49
84985,415.8,510.41,3.605,1.152,2.38
84990,25.08,101.37,0.530,0.318,0.42
84999,59.13,135.23,0.169,0.197,0.18
85000,68.64,151,0.068,0.140,0.10
85002,48.68,53.55,0.280,0.491,0.39
85006,49.94,94.29,0.267,0.345,0.31
85022,53.34,165.76,0.231,0.087,0.16
85093,50.23,132.61,0.264,0.207,0.24
85119,41.84,131.61,0.353,0.210,0.28
85162,60.28,120.55,0.157,0.250,0.20
85175,41.41,58.67,0.358,0.474,0.42
85185,75.35,190.83,0.003,0.003,0.00
85239,55.98,145.67,0.203,0.160,0.18
85241,113.02,221.27,0.403,0.114,0.26
85273,75.95,192.89,0.009,0.011,0.01
85295,65.1,124.78,0.106,0.236,0.17
85486,52.09,127.58,0.245,0.226,0.24
85492,54.19,156.02,0.223,0.123,0.17
85505,119.38,208.77,0.471,0.068,0.27
85588,49.73,148.69,0.270,0.149,0.21
85589,58.81,170.01,0.173,0.072,0.12
85655,69.14,166.07,0.063,0.086,0.07
85661,64.29,272.25,0.115,0.299,0.21
85666,45.21,90.42,0.319,0.361,0.34
85667,66.31,123.37,0.094,0.242,0.17
85670,67.46,103.88,0.081,0.313,0.20
85675,60.28,221.02,0.158,0.113,0.14
85696,45.21,82.38,0.319,0.391,0.35
85699,28.74,54.39,0.495,0.493,0.49
85724,36.17,168.78,0.416,0.077,0.25
85866,153.28,1075.08,0.835,3.214,2.02
85898,146.3,452.41,0.760,0.953,0.86
85914,85.89,147.68,0.115,0.153,0.13
85915,50.08,117.54,0.267,0.263,0.26
85959,92.43,178.83,0.185,0.040,0.11
85981,129.38,193.26,0.580,0.012,0.30
85998,147.96,653.53,0.777,1.683,1.23
86149,88.99,111.51,0.148,0.285,0.22
86224,45.21,110.31,0.319,0.289,0.30
86282,65.64,229.05,0.101,0.142,0.12
86389,147.08,375.73,0.768,0.675,0.72
86402,78.52,156.21,0.037,0.122,0.08
86424,45.4,199.92,0.317,0.037,0.18
86499,68.32,163.95,0.072,0.094,0.08
86577,51.23,246.14,0.255,0.205,0.23
86635,190.88,244.93,1.236,0.200,0.72
87066,140.65,216.84,0.700,0.098,0.40
87171,96.5,171.97,0.228,0.065,0.15
87397,66.64,99.13,0.090,0.330,0.21
87400,50.23,164.76,0.266,0.092,0.18
87405,136.95,500.55,0.660,1.131,0.90
87415,313.14,323.34,2.536,0.486,1.51
87450,62.38,107.5,0.136,0.300,0.22
87457,49.55,102.48,0.272,0.318,0.30
87463,61.29,89.21,0.147,0.367,0.26
87468,68.31,132.42,0.072,0.210,0.14
87472,89.51,194.89,0.154,0.018,0.09
87477,78.77,160.24,0.039,0.108,0.07
87486,107.59,292.82,0.347,0.376,0.36
87487,111.22,358.66,0.385,0.616,0.50
87510,94.94,411.16,0.212,0.807,0.51
87515,87.58,204.34,0.133,0.053,0.09
87516,130.57,296.5,0.591,0.389,0.49
87521,100.87,164.11,0.275,0.094,0.18
87732,42.01,111.01,0.353,0.288,0.32
87735,72.33,100.46,0.030,0.327,0.18
87801,62.66,353.02,0.133,0.596,0.36
87868,52.09,124.17,0.246,0.240,0.24
87869,118.86,411.73,0.467,0.810,0.64
87938,74.34,285.31,0.008,0.348,0.18
88162,72.47,196.23,0.028,0.023,0.03
88169,44.2,491.01,0.330,1.099,0.71
88200,56.6,91.48,0.198,0.359,0.28
88354,76.35,136,0.013,0.197,0.11
88498,54.87,70.62,0.216,0.436,0.33
88611,61.35,206.95,0.147,0.062,0.10
88619,138.63,222.22,0.679,0.118,0.40
88671,30.14,55.25,0.481,0.493,0.49
88701,54.25,90.42,0.223,0.364,0.29
88707,69.45,100.46,0.060,0.328,0.19
88913,44.38,76.91,0.329,0.414,0.37
88920,61.33,160.65,0.147,0.107,0.13
88980,38.94,107.11,0.387,0.304,0.35
88999,40.88,60.56,0.367,0.475,0.42
89031,78,158.95,0.031,0.114,0.07
89125,70.65,125.14,0.048,0.238,0.14
89137,59.87,143.61,0.163,0.170,0.17
89176,67.47,246.03,0.082,0.206,0.14
89188,95.03,184.78,0.214,0.019,0.12
89274,59.13,318.67,0.171,0.474,0.32
89284,105.7,1084.77,0.328,3.282,1.81
89323,88.98,174.6,0.149,0.056,0.10
89756,257.17,335.66,1.951,0.535,1.24
89806,45.04,150.71,0.322,0.144,0.23
89870,33.6,110.91,0.445,0.290,0.37
90148,56.06,72.66,0.204,0.431,0.32
90150,152.05,316.78,0.825,0.466,0.65
90165,93.53,129.6,0.198,0.222,0.21
90281,50.23,100.46,0.267,0.329,0.30
90366,78.56,170.99,0.037,0.069,0.05
90367,76.03,121.43,0.010,0.252,0.13
90465,54.17,157.22,0.225,0.120,0.17
90477,56.07,153.64,0.204,0.133,0.17
90500,64.41,168.94,0.115,0.077,0.10
90545,66.26,293.76,0.095,0.383,0.24
90573,57.02,129.09,0.194,0.224,0.21
90575,156.13,473.05,0.870,1.043,0.96
90578,108.76,260.84,0.362,0.261,0.31
90706,70.33,198.92,0.051,0.033,0.04
90717,56.26,1010.31,0.202,3.015,1.61
90861,99.58,183.53,0.263,0.023,0.14
90896,263.41,438.02,2.020,0.912,1.47
90911,70.28,109.34,0.052,0.296,0.17
90912,165.76,326.5,0.972,0.502,0.74
90929,90.88,148.72,0.169,0.151,0.16
91084,75.02,119.1,0.001,0.260,0.13
91177,83.26,166.06,0.088,0.088,0.09
91211,60.57,140.15,0.156,0.183,0.17
91238,90.44,258.49,0.165,0.253,0.21
91244,94.08,244.97,0.204,0.203,0.20
91247,33.26,108.34,0.449,0.300,0.37
91297,51.92,109.47,0.249,0.296,0.27
